,threshold,label,precision,recall,f1
781,78.0,1.0,0.9365079365079365,0.959349593495935,0.9477911646586347
782,78.0,2.0,0.8172043010752689,0.7524752475247525,0.7835051546391754
783,78.0,3.0,0.9444444444444444,0.6938775510204082,0.7999999999999999
784,78.0,4.0,0.8383838383838383,0.8217821782178217,0.83
785,78.0,5.0,0.6747967479674797,0.7830188679245284,0.7248908296943231
786,78.0,6.0,0.8849557522123894,0.9090909090909091,0.8968609865470851
787,78.0,7.0,0.8631578947368421,0.8367346938775511,0.8497409326424872
788,78.0,8.0,0.6568627450980392,0.7127659574468085,0.6836734693877551
789,78.0,9.0,0.7471264367816092,0.7738095238095238,0.760233918128655
790,79.0,0.0,0.8977272727272727,0.9294117647058824,0.9132947976878613
791,79.0,1.0,0.937007874015748,0.967479674796748,0.9520000000000001
792,79.0,2.0,0.81,0.801980198019802,0.8059701492537314
793,79.0,3.0,0.8762886597938144,0.8673469387755102,0.8717948717948717
794,79.0,4.0,0.81,0.801980198019802,0.8059701492537314
795,79.0,5.0,0.8133333333333334,0.5754716981132075,0.6740331491712707
796,79.0,6.0,0.9090909090909091,0.9090909090909091,0.9090909090909091
797,79.0,7.0,0.8958333333333334,0.8775510204081632,0.8865979381443299
798,79.0,8.0,0.6759259259259259,0.776595744680851,0.7227722772277227
799,79.0,9.0,0.6868686868686869,0.8095238095238095,0.7431693989071038
800,80.0,0.0,0.8777777777777778,0.9294117647058824,0.9028571428571429
801,80.0,1.0,0.9285714285714286,0.9512195121951219,0.9397590361445782
802,80.0,2.0,0.8837209302325582,0.7524752475247525,0.8128342245989305
803,80.0,3.0,0.8617021276595744,0.826530612244898,0.84375
804,80.0,4.0,0.8095238095238095,0.8415841584158416,0.8252427184466018
805,80.0,5.0,0.7064220183486238,0.7264150943396226,0.7162790697674418
806,80.0,6.0,0.8928571428571429,0.9090909090909091,0.9009009009009009
807,80.0,7.0,0.8055555555555556,0.8877551020408163,0.8446601941747574
808,80.0,8.0,0.6767676767676768,0.7127659574468085,0.694300518134715
809,80.0,9.0,0.8309859154929577,0.7023809523809523,0.7612903225806451
810,81.0,0.0,0.8876404494382022,0.9294117647058824,0.9080459770114941
811,81.0,1.0,0.944,0.959349593495935,0.9516129032258064
812,81.0,2.0,0.7924528301886793,0.8316831683168316,0.8115942028985508
813,81.0,3.0,0.8764044943820225,0.7959183673469388,0.8342245989304812
814,81.0,4.0,0.8617021276595744,0.801980198019802,0.8307692307692307
815,81.0,5.0,0.6942148760330579,0.7924528301886793,0.7400881057268722
816,81.0,6.0,0.9339622641509434,0.9,0.9166666666666666
817,81.0,7.0,0.7981651376146789,0.8877551020408163,0.8405797101449275
818,81.0,8.0,0.7761194029850746,0.5531914893617021,0.6459627329192547
819,81.0,9.0,0.723404255319149,0.8095238095238095,0.7640449438202246
820,82.0,0.0,0.9080459770114943,0.9294117647058824,0.9186046511627908
821,82.0,1.0,0.937007874015748,0.967479674796748,0.9520000000000001
822,82.0,2.0,0.7884615384615384,0.8118811881188119,0.8
823,82.0,3.0,0.87,0.8877551020408163,0.8787878787878789
824,82.0,4.0,0.8586956521739131,0.7821782178217822,0.8186528497409327
825,82.0,5.0,0.8068181818181818,0.6698113207547169,0.7319587628865978
826,82.0,6.0,0.9259259259259259,0.9090909090909091,0.9174311926605504
827,82.0,7.0,0.86,0.8775510204081632,0.8686868686868686
828,82.0,8.0,0.723404255319149,0.723404255319149,0.723404255319149
829,82.0,9.0,0.71,0.8452380952380952,0.7717391304347825
830,83.0,0.0,0.9080459770114943,0.9294117647058824,0.9186046511627908
831,83.0,1.0,0.928,0.943089430894309,0.9354838709677419
832,83.0,2.0,0.9,0.7128712871287128,0.7955801104972375
833,83.0,3.0,0.9054054054054054,0.6836734693877551,0.7790697674418605
834,83.0,4.0,0.81,0.801980198019802,0.8059701492537314
835,83.0,5.0,0.8833333333333333,0.5,0.6385542168674698
836,83.0,6.0,0.9,0.9,0.9
837,83.0,7.0,0.8316831683168316,0.8571428571428571,0.8442211055276382
838,83.0,8.0,0.47752808988764045,0.9042553191489362,0.625
839,83.0,9.0,0.788235294117647,0.7976190476190477,0.7928994082840236
840,84.0,0.0,0.9080459770114943,0.9294117647058824,0.9186046511627908
841,84.0,1.0,0.9302325581395349,0.975609756097561,0.9523809523809524
842,84.0,2.0,0.8941176470588236,0.7524752475247525,0.8172043010752688
843,84.0,3.0,0.8514851485148515,0.8775510204081632,0.864321608040201
844,84.0,4.0,0.826530612244898,0.801980198019802,0.814070351758794
845,84.0,5.0,0.7653061224489796,0.7075471698113207,0.7352941176470589
846,84.0,6.0,0.9158878504672897,0.8909090909090909,0.9032258064516129
