,threshold,label,precision (count),recall (count),f1 (count),precision (sum),recall (sum),f1 (sum)
272,27.0,2.0,0.9545454545454546,0.2079207920792079,0.3414634146341463,0.6981132075471698,0.7326732673267327,0.714975845410628
273,27.0,3.0,0.0,0.0,0.0,0.5,0.7244897959183674,0.5916666666666667
274,27.0,4.0,0.847457627118644,0.49504950495049505,0.625,0.7818181818181819,0.8514851485148515,0.8151658767772512
275,27.0,5.0,0.23076923076923078,0.33962264150943394,0.2748091603053435,0.3333333333333333,0.018867924528301886,0.03571428571428571
276,27.0,6.0,0.5,0.02727272727272727,0.05172413793103448,0.8048780487804879,0.9,0.8497854077253219
277,27.0,7.0,0.9333333333333333,0.5714285714285714,0.7088607594936709,0.7924528301886793,0.8571428571428571,0.8235294117647058
278,27.0,8.0,0.0,0.0,0.0,0.42105263157894735,0.425531914893617,0.4232804232804233
279,27.0,9.0,0.6415094339622641,0.8095238095238095,0.7157894736842104,0.6261682242990654,0.7976190476190477,0.7015706806282722
280,28.0,0.0,0.0,0.0,0.0,0.5961538461538461,0.7294117647058823,0.656084656084656
281,28.0,1.0,0.0,0.0,0.0,0.7128712871287128,0.5853658536585366,0.6428571428571429
282,28.0,2.0,0.859375,0.5445544554455446,0.6666666666666666,0.6981132075471698,0.7326732673267327,0.714975845410628
283,28.0,3.0,0.4444444444444444,0.08163265306122448,0.13793103448275862,0.5,0.7244897959183674,0.5916666666666667
284,28.0,4.0,0.8108108108108109,0.297029702970297,0.43478260869565216,0.7818181818181819,0.8514851485148515,0.8151658767772512
285,28.0,5.0,1.0,0.018867924528301886,0.037037037037037035,0.3333333333333333,0.018867924528301886,0.03571428571428571
286,28.0,6.0,0.9270833333333334,0.8090909090909091,0.8640776699029126,0.8048780487804879,0.9,0.8497854077253219
287,28.0,7.0,0.7272727272727273,0.8163265306122449,0.7692307692307693,0.7924528301886793,0.8571428571428571,0.8235294117647058
288,28.0,8.0,0.1409295352323838,1.0,0.24704336399474375,0.42105263157894735,0.425531914893617,0.4232804232804233
289,28.0,9.0,0.0,0.0,0.0,0.6261682242990654,0.7976190476190477,0.7015706806282722
290,29.0,0.0,0.4437869822485207,0.8823529411764706,0.5905511811023622,0.5882352941176471,0.7058823529411765,0.6417112299465241
291,29.0,1.0,0.7647058823529411,0.3170731707317073,0.4482758620689655,0.6990291262135923,0.5853658536585366,0.6371681415929203
292,29.0,2.0,0.6422764227642277,0.7821782178217822,0.7053571428571429,0.6915887850467289,0.7326732673267327,0.7115384615384615
293,29.0,3.0,0.28085106382978725,0.673469387755102,0.39639639639639634,0.5035460992907801,0.7244897959183674,0.5941422594142259
294,29.0,4.0,0.7886178861788617,0.9603960396039604,0.8660714285714286,0.7798165137614679,0.8415841584158416,0.8095238095238095
295,29.0,5.0,0.0,0.0,0.0,0.3333333333333333,0.018867924528301886,0.03571428571428571
296,29.0,6.0,0.8796296296296297,0.8636363636363636,0.8715596330275229,0.8048780487804879,0.9,0.8497854077253219
297,29.0,7.0,0.872093023255814,0.7653061224489796,0.8152173913043479,0.7924528301886793,0.8571428571428571,0.8235294117647058
298,29.0,8.0,0.24719101123595505,0.23404255319148937,0.24043715846994534,0.42105263157894735,0.425531914893617,0.4232804232804233
299,29.0,9.0,0.7857142857142857,0.13095238095238096,0.22448979591836737,0.6203703703703703,0.7976190476190477,0.6979166666666666
300,30.0,0.0,0.3,0.03529411764705882,0.06315789473684211,0.5882352941176471,0.7058823529411765,0.6417112299465241
